MS3_id	ipro_id	ipro_descr
MS3_05385	IPR002942	RNA-binding S4 domain
MS3_05388	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_05389	IPR025223	S1-like RNA binding domain
MS3_05389	IPR025954	DBC1/CARP1 catalytically inactive NUDIX hydrolase domain
MS3_05391	IPR001912	Ribosomal protein S4/S9, N-terminal
MS3_05391	IPR002942	RNA-binding S4 domain
MS3_05393	IPR013257	SRI, Set2 Rpb1 interacting
MS3_05394	IPR000494	Receptor L-domain
MS3_05394	IPR006211	Furin-like cysteine-rich domain
MS3_05397	IPR001781	Zinc finger, LIM-type
MS3_05397	IPR010442	PET domain
MS3_05400	IPR001806	Small GTPase superfamily
MS3_05401	IPR001247	Exoribonuclease, phosphorolytic domain 1
MS3_05401	IPR015847	Exoribonuclease, phosphorolytic domain 2
MS3_05402	IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
MS3_05402	IPR006910	Rad21/Rec8-like protein, N-terminal
MS3_05404	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_05407	IPR001680	WD40 repeat
MS3_05407	IPR001752	Kinesin motor domain
MS3_05410	IPR001790	Ribosomal protein L10P
MS3_05413	IPR012301	Malic enzyme, N-terminal domain
MS3_05413	IPR012302	Malic enzyme, NAD-binding
MS3_05414	IPR008422	Homeobox KN domain
MS3_05415	IPR000859	CUB domain
MS3_05415	IPR001506	Peptidase M12A
MS3_05420	IPR011615	p53, DNA-binding domain
MS3_05425	IPR000504	RNA recognition motif domain
MS3_05426	IPR005365	Nitrogen permease regulator 3
MS3_05427	IPR005024	Snf7 family
MS3_05432	IPR012901	N2227-like
MS3_05434	IPR005301	MOB kinase activator family
MS3_05436	IPR000198	Rho GTPase-activating protein domain
MS3_05437	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_05439	IPR002110	Ankyrin repeat
MS3_05439	IPR020683	Ankyrin repeat-containing domain
MS3_05440	IPR019177	Golgin subfamily A member 5
MS3_05441	IPR001611	Leucine-rich repeat
MS3_05441	IPR020683	Ankyrin repeat-containing domain
MS3_05443	IPR004827	Basic-leucine zipper domain
MS3_05444	IPR012936	Endoplasmic reticulum vesicle transporter, C-terminal
MS3_05445	IPR003409	MORN motif
MS3_05446	IPR000209	Peptidase S8/S53 domain
MS3_05446	IPR002884	Proprotein convertase, P
MS3_05446	IPR032815	Peptidase S8, pro-domain
MS3_05447	IPR000928	SNAP-25
MS3_05448	IPR025663	A-kinase anchor protein 28kDa
MS3_05448	IPR029488	Hemingway/KIAA1430
MS3_05450	IPR000594	THIF-type NAD/FAD binding fold
MS3_05453	IPR002554	Protein phosphatase 2A, regulatory B subunit, B56
MS3_05455	IPR000242	PTP type protein phosphatase
MS3_05455	IPR000980	SH2 domain
MS3_05457	IPR007276	Nucleolar protein 14
MS3_05458	IPR000719	Protein kinase domain
MS3_05460	IPR001388	Synaptobrevin
MS3_05460	IPR010908	Longin domain
MS3_05462	IPR000504	RNA recognition motif domain
MS3_05464	IPR021827	Nucleoporin Nup186/Nup192/Nup205
MS3_05465	IPR024084	Isopropylmalate dehydrogenase-like domain
MS3_05467	IPR003674	Oligosaccharyl transferase, STT3 subunit
MS3_05468	IPR000504	RNA recognition motif domain
MS3_05469	IPR006634	TRAM/LAG1/CLN8 homology domain
MS3_05469	IPR013599	TRAM1-like protein
MS3_05472	IPR002687	Nop domain
MS3_05472	IPR019175	Prp31 C-terminal
MS3_05477	IPR000719	Protein kinase domain
MS3_05479	IPR018497	Peptidase M13, C-terminal domain
MS3_05480	IPR001936	Ras GTPase-activating protein
MS3_05481	IPR016137	RGS domain
MS3_05483	IPR001040	Translation Initiation factor eIF- 4e
MS3_05484	IPR004088	K Homology domain, type 1
MS3_05485	IPR000504	RNA recognition motif domain
MS3_05486	IPR001429	P2X purinoreceptor
MS3_05487	IPR005011	SNU66/SART1 family
MS3_05488	IPR000225	Armadillo
MS3_05489	IPR001429	P2X purinoreceptor
MS3_05490	IPR004932	Retrieval of early ER protein Rer1
MS3_05493	IPR004254	AdipoR/Haemolysin-III-related
MS3_05494	IPR014906	Pre-mRNA processing factor 4 (PRP4)-like
MS3_05495	IPR004299	Membrane bound O-acyl transferase, MBOAT
MS3_05496	IPR011701	Major facilitator superfamily
MS3_05499	IPR005135	Endonuclease/exonuclease/phosphatase
MS3_05502	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
MS3_05504	IPR000315	B-box-type zinc finger
MS3_05504	IPR027370	RING-type zinc-finger, LisH dimerisation motif
MS3_05505	IPR001715	Calponin homology domain
MS3_05505	IPR002017	Spectrin repeat
MS3_05509	IPR002172	Low-density lipoprotein (LDL) receptor class A repeat
MS3_05511	IPR003350	CUT domain
MS3_05512	IPR001208	MCM domain
MS3_05512	IPR027925	MCM N-terminal domain
MS3_05512	IPR033762	MCM OB domain
MS3_05513	IPR004170	WWE domain
MS3_05516	IPR000845	Nucleoside phosphorylase domain
MS3_05517	IPR011701	Major facilitator superfamily
MS3_05518	IPR000845	Nucleoside phosphorylase domain
MS3_05520	IPR000845	Nucleoside phosphorylase domain
MS3_05521	IPR013791	RNA 3'-terminal phosphate cyclase, insert domain
MS3_05521	IPR023797	RNA 3'-terminal phosphate cyclase domain
MS3_05523	IPR029260	Dual specificity/tyrosine protein phosphatase, N-terminal
MS3_05524	IPR029260	Dual specificity/tyrosine protein phosphatase, N-terminal
MS3_05525	IPR007268	Rad9/Ddc1
MS3_05528	IPR003961	Fibronectin type III
MS3_05530	IPR018203	GDP dissociation inhibitor
MS3_05531	IPR018203	GDP dissociation inhibitor
MS3_05532	IPR001932	PPM-type phosphatase domain
MS3_05532	IPR012911	Protein serine/threonine phosphatase 2C, C-terminal
MS3_05533	IPR032053	Mitochondrial 28S ribosomal protein S34
MS3_05534	IPR000719	Protein kinase domain
MS3_05534	IPR001772	Kinase associated domain 1 (KA1)
MS3_05535	IPR003126	Zinc finger, UBR-type
MS3_05535	IPR025704	E3 ubiquitin ligase, UBR4
MS3_05537	IPR006789	Actin-related protein 2/3 complex subunit 5
MS3_05538	IPR000814	TATA-box binding protein
MS3_05539	IPR013221	Mur ligase, central
MS3_05540	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
MS3_05543	IPR000058	Zinc finger, AN1-type
MS3_05543	IPR002653	Zinc finger, A20-type
MS3_05549	IPR014044	CAP domain
MS3_05552	IPR014044	CAP domain
MS3_05553	IPR014044	CAP domain
MS3_05555	IPR014044	CAP domain
MS3_05557	IPR000242	PTP type protein phosphatase
MS3_05557	IPR003961	Fibronectin type III
MS3_05558	IPR001452	SH3 domain
MS3_05559	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
MS3_05560	IPR001163	LSM domain, eukaryotic/archaea-type
MS3_05560	IPR006603	PQ-loop repeat
MS3_05561	IPR007130	Diacylglycerol acyltransferase
MS3_05565	IPR007130	Diacylglycerol acyltransferase
MS3_05566	IPR000873	AMP-dependent synthetase/ligase
MS3_05567	IPR007130	Diacylglycerol acyltransferase
MS3_05568	IPR001806	Small GTPase superfamily
MS3_05570	IPR013594	Dynein heavy chain, domain-1
MS3_05570	IPR013602	Dynein heavy chain, domain-2
MS3_05571	IPR000175	Sodium:neurotransmitter symporter
MS3_05572	IPR000175	Sodium:neurotransmitter symporter
MS3_05573	IPR018497	Peptidase M13, C-terminal domain
MS3_05574	IPR004273	Dynein heavy chain domain
MS3_05574	IPR024317	Dynein heavy chain, P-loop containing D4 domain
MS3_05574	IPR024743	Dynein heavy chain, coiled coil stalk
MS3_05581	IPR002908	Frataxin/CyaY
MS3_05582	IPR001356	Homeobox domain
MS3_05585	IPR006102	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich
MS3_05587	IPR004014	Cation-transporting P-type ATPase, N-terminal
MS3_05588	IPR006068	Cation-transporting P-type ATPase, C-terminal
MS3_05588	IPR023214	HAD-like domain
MS3_05589	IPR015894	Guanylate-binding protein, N-terminal
MS3_05590	IPR001839	Transforming growth factor-beta, C-terminal
MS3_05592	IPR000560	Histidine phosphatase superfamily, clade-2
MS3_05592	IPR013651	ATP-grasp fold, RimK-type
MS3_05593	IPR015425	Formin, FH2 domain
MS3_05595	IPR001731	Delta-aminolevulinic acid dehydratase
MS3_05596	IPR000594	THIF-type NAD/FAD binding fold
MS3_05598	IPR030382	SAM-dependent methyltransferase TRM5/TYW2-type
MS3_05599	IPR006573	Neuralized homology repeat (NHR) domain
MS3_05600	IPR001781	Zinc finger, LIM-type
MS3_05603	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_05604	IPR019155	Uncharacterised protein family FPL
MS3_05606	IPR013947	Mediator complex, subunit Med14
MS3_05608	IPR018499	Tetraspanin/Peripherin
MS3_05609	IPR027791	Galactosyltransferase, C-terminal
MS3_05609	IPR027995	Galactosyltransferase, N-terminal
MS3_05611	IPR002909	IPT domain
MS3_05612	IPR003409	MORN motif
MS3_05614	IPR002048	EF-hand domain
MS3_05616	IPR002126	Cadherin
MS3_05617	IPR033471	DIRP domain
MS3_05618	IPR001214	SET domain
MS3_05623	IPR005491	ENT domain
MS3_05625	IPR018972	Sas10 C-terminal domain
MS3_05626	IPR000990	Innexin
MS3_05627	IPR000990	Innexin
MS3_05628	IPR013098	Immunoglobulin I-set
MS3_05630	IPR002048	EF-hand domain
MS3_05630	IPR006076	FAD dependent oxidoreductase
MS3_05630	IPR031656	Alpha-glycerophosphate oxidase, C-terminal
MS3_05631	IPR022413	ATP:guanido phosphotransferase, N-terminal
MS3_05631	IPR022414	ATP:guanido phosphotransferase, catalytic domain
MS3_05632	IPR001452	SH3 domain
MS3_05632	IPR004148	BAR domain
MS3_05634	IPR002369	Integrin beta subunit, VWA domain
MS3_05634	IPR013111	EGF-like domain, extracellular
MS3_05634	IPR014836	Integrin beta subunit, cytoplasmic domain
MS3_05635	IPR004274	FCP1 homology domain
MS3_05639	IPR001380	Ribosomal protein L13e
MS3_05642	IPR003890	MIF4G-like, type 3
MS3_05642	IPR003891	Initiation factor eIF-4 gamma, MA3
MS3_05644	IPR000980	SH2 domain
MS3_05644	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_05644	IPR001452	SH3 domain
MS3_05645	IPR010736	Sperm-tail PG-rich repeat
MS3_05648	IPR001452	SH3 domain
MS3_05649	IPR000772	Ricin B, lectin domain
MS3_05651	IPR003378	Fringe-like
MS3_05652	IPR026721	Transmembrane protein 18
MS3_05655	IPR000504	RNA recognition motif domain
MS3_05656	IPR000719	Protein kinase domain
MS3_05657	IPR027887	Protein of unknown function DUF4464
MS3_05658	IPR001478	PDZ domain
MS3_05659	IPR002058	PAP/25A-associated
MS3_05659	IPR002934	Polymerase, nucleotidyl transferase domain
MS3_05662	IPR001441	Decaprenyl diphosphate synthase-like
MS3_05666	IPR001781	Zinc finger, LIM-type
MS3_05668	IPR000504	RNA recognition motif domain
MS3_05668	IPR006903	RNA polymerase II-binding domain
MS3_05669	IPR001303	Class II aldolase/adducin N-terminal
MS3_05670	IPR001881	EGF-like calcium-binding domain
MS3_05671	IPR006153	Cation/H+ exchanger
MS3_05672	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_05673	IPR003959	ATPase, AAA-type, core
MS3_05673	IPR021911	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523
MS3_05674	IPR001881	EGF-like calcium-binding domain
MS3_05676	IPR004108	Iron hydrogenase, large subunit, C-terminal
MS3_05677	IPR013538	Activator of Hsp90 ATPase homologue 1-like
MS3_05677	IPR015310	Activator of Hsp90 ATPase, N-terminal
MS3_05678	IPR011685	LETM1-like
MS3_05679	IPR005821	Ion transport domain
MS3_05679	IPR013821	Potassium channel, voltage dependent, KCNQ, C-terminal
MS3_05681	IPR018022	tRNA dimethylallyltransferase
MS3_05682	IPR005821	Ion transport domain
MS3_05682	IPR013099	Potassium channel domain
MS3_05682	IPR013821	Potassium channel, voltage dependent, KCNQ, C-terminal
MS3_05683	IPR001372	Dynein light chain, type 1/2
MS3_05685	IPR014883	VRR-NUC domain
MS3_05686	IPR013906	Eukaryotic translation initiation factor 3 subunit J
MS3_05687	IPR001611	Leucine-rich repeat
MS3_05688	IPR001650	Helicase, C-terminal
MS3_05688	IPR011545	DEAD/DEAH box helicase domain
MS3_05689	IPR000048	IQ motif, EF-hand binding site
MS3_05689	IPR003959	ATPase, AAA-type, core
MS3_05690	IPR000719	Protein kinase domain
MS3_05691	IPR010286	Ribosomal RNA large subunit methyltransferase F-like
MS3_05692	IPR000719	Protein kinase domain
MS3_05693	IPR000649	Initiation factor 2B-related
MS3_05694	IPR000504	RNA recognition motif domain
MS3_05699	IPR000719	Protein kinase domain
MS3_05699	IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
MS3_05700	IPR000357	HEAT repeat
MS3_05702	IPR018974	Tex-like protein, N-terminal
MS3_05702	IPR032639	Tex protein, YqgF-like domain
MS3_05703	IPR032878	Vacuole morphology and inheritance protein 14, Fab1-binding region
MS3_05705	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_05706	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
MS3_05709	IPR002915	DeoC/FbaB/ lacD aldolase
MS3_05710	IPR019034	Uncharacterised protein family UPF0390
MS3_05712	IPR002126	Cadherin
MS3_05714	IPR029135	Protein phosphatase 1 regulatory subunit 35, C-terminal
MS3_05716	IPR019150	Vesicle transport protein, Use1
MS3_05718	IPR002048	EF-hand domain
MS3_05719	IPR002126	Cadherin
MS3_05722	IPR000859	CUB domain
MS3_05723	IPR000859	CUB domain
MS3_05723	IPR001254	Serine proteases, trypsin domain
MS3_05723	IPR002172	Low-density lipoprotein (LDL) receptor class A repeat
MS3_05726	IPR001680	WD40 repeat
MS3_05727	IPR002833	Peptidyl-tRNA hydrolase, PTH2
MS3_05728	IPR001404	Heat shock protein Hsp90 family
MS3_05729	IPR001810	F-box domain
MS3_05730	IPR001404	Heat shock protein Hsp90 family
MS3_05730	IPR003594	Histidine kinase-like ATPase, C-terminal domain
MS3_05731	IPR019007	WW domain binding protein 11
MS3_05732	IPR019311	Protein of unknown function DUF2362
MS3_05733	IPR001766	Fork head domain
MS3_05734	IPR000426	Proteasome alpha-subunit, N-terminal domain
MS3_05734	IPR001353	Proteasome, subunit alpha/beta
MS3_05735	IPR002048	EF-hand domain
MS3_05736	IPR008594	Scavenger mRNA decapping enzyme DcpS/DCS2
MS3_05739	IPR028002	Myb/SANT-like DNA-binding domain
MS3_05741	IPR019311	Protein of unknown function DUF2362
MS3_05742	IPR002877	Ribosomal RNA methyltransferase FtsJ domain
MS3_05742	IPR004130	GPN-loop GTPase
MS3_05742	IPR007404	LexA-binding, inner membrane-associated putative hydrolase
MS3_05747	IPR013937	Sorting nexin, C-terminal
MS3_05748	IPR001841	Zinc finger, RING-type
MS3_05749	IPR001683	Phox homologous domain
MS3_05750	IPR012955	CASP, C-terminal
MS3_05752	IPR009071	High mobility group box domain
MS3_05752	IPR013719	Domain of unknown function DUF1747
MS3_05752	IPR024954	SSRP1 domain
MS3_05754	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
MS3_05756	IPR002048	EF-hand domain
MS3_05759	IPR000719	Protein kinase domain
MS3_05761	IPR007005	XAP5 protein
MS3_05763	IPR029357	Spermatogenesis-associated protein 7
MS3_05767	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_05768	IPR010541	Domain of unknown function DUF1115
MS3_05768	IPR013881	Pre-mRNA-splicing factor 3
MS3_05770	IPR000331	Rap GTPase activating protein domain
MS3_05772	IPR000313	PWWP domain
MS3_05772	IPR011124	Zinc finger, CW-type
MS3_05773	IPR019131	Cortactin-binding protein-2, N-terminal
MS3_05774	IPR001180	Citron homology (CNH) domain
MS3_05776	IPR000095	CRIB domain
MS3_05776	IPR000697	WH1/EVH1 domain
MS3_05777	IPR000980	SH2 domain
MS3_05794	IPR002048	EF-hand domain
MS3_05796	IPR001356	Homeobox domain
MS3_05797	IPR006016	UspA
MS3_05801	IPR006016	UspA
MS3_05804	IPR000859	CUB domain
MS3_05805	IPR018108	Mitochondrial substrate/solute carrier
MS3_05808	IPR019377	NADH-ubiquinone oxidoreductase, subunit 10
MS3_05811	IPR001609	Myosin head, motor domain
MS3_05811	IPR002928	Myosin tail
MS3_05812	IPR001478	PDZ domain
MS3_05813	IPR001478	PDZ domain
MS3_05814	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
MS3_05814	IPR008152	Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain
MS3_05814	IPR015151	Beta-adaptin appendage, C-terminal subdomain
MS3_05815	IPR001478	PDZ domain
MS3_05816	IPR000536	Nuclear hormone receptor, ligand-binding domain
MS3_05816	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_05818	IPR013602	Dynein heavy chain, domain-2
MS3_05819	IPR024317	Dynein heavy chain, P-loop containing D4 domain
MS3_05822	IPR006214	Bax inhibitor 1-related
MS3_05823	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
MS3_05823	IPR005480	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
MS3_05823	IPR017926	Glutamine amidotransferase
MS3_05824	IPR000719	Protein kinase domain
MS3_05825	IPR000198	Rho GTPase-activating protein domain
MS3_05830	IPR001881	EGF-like calcium-binding domain
MS3_05830	IPR013032	EGF-like, conserved site
MS3_05832	IPR006656	Molybdopterin oxidoreductase
MS3_05832	IPR015405	NADH-quinone oxidoreductase, chain G, C-terminal
MS3_05832	IPR019574	NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding
MS3_05833	IPR001370	BIR repeat
MS3_05834	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_05835	IPR000980	SH2 domain
MS3_05835	IPR001452	SH3 domain
MS3_05836	IPR032631	P-type ATPase, N-terminal
MS3_05840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_05841	IPR007757	MT-A70-like
MS3_05843	IPR007064	NMD3
MS3_05845	IPR007185	DNA polymerase alpha/epsilon, subunit B
MS3_05846	IPR013717	PIG-P
MS3_05848	IPR000719	Protein kinase domain
MS3_05848	IPR001180	Citron homology (CNH) domain
MS3_05850	IPR007258	Vps52
MS3_05851	IPR003196	Transcription initiation factor IIF, beta subunit
MS3_05852	IPR004088	K Homology domain, type 1
MS3_05854	IPR003131	Potassium channel tetramerisation-type BTB domain
MS3_05855	IPR018108	Mitochondrial substrate/solute carrier
MS3_05856	IPR000719	Protein kinase domain
MS3_05857	IPR001611	Leucine-rich repeat
MS3_05858	IPR001163	LSM domain, eukaryotic/archaea-type
MS3_05858	IPR002885	Pentatricopeptide repeat
MS3_05861	IPR007484	Peptidase M28
MS3_05862	IPR004327	Phosphotyrosyl phosphatase activator, PTPA
MS3_05863	IPR033121	Peptidase family A1 domain
MS3_05866	IPR018607	Chromosome transmission fidelity protein 8
MS3_05868	IPR032401	Enhancer of mRNA-decapping protein 4, WD40 repeat region
MS3_05869	IPR013079	6-phosphofructo-2-kinase
MS3_05870	IPR006073	GTP binding domain
MS3_05870	IPR013029	Domain of unknown function DUF933
MS3_05871	IPR000253	Forkhead-associated (FHA) domain
MS3_05872	IPR006818	Histone chaperone ASF1-like
MS3_05873	IPR001236	Lactate/malate dehydrogenase, N-terminal
MS3_05873	IPR022383	Lactate/malate dehydrogenase, C-terminal
MS3_05875	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type
MS3_05877	IPR002048	EF-hand domain
MS3_05878	IPR000504	RNA recognition motif domain
MS3_05879	IPR002048	EF-hand domain
MS3_05880	IPR002048	EF-hand domain
MS3_05881	IPR002048	EF-hand domain
MS3_05883	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type
MS3_05883	IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type
MS3_05883	IPR025834	Topoisomerase I C-terminal domain
MS3_05884	IPR002048	EF-hand domain
MS3_05885	IPR007234	Vps53-like, N-terminal
MS3_05886	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_05887	IPR000539	Frizzled protein
MS3_05887	IPR020067	Frizzled domain
MS3_05892	IPR000504	RNA recognition motif domain
MS3_05893	IPR006085	XPG N-terminal
MS3_05893	IPR006086	XPG-I domain
MS3_05894	IPR018732	Dpy-19/Dpy-19-like
MS3_05896	IPR005633	Ribosomal protein L23/L25, N-terminal
MS3_05896	IPR013025	Ribosomal protein L25/L23
MS3_05902	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_05902	IPR012314	Peptidase M12B, GON-ADAMTSs
MS3_05904	IPR010422	Coiled-coil domain-containing protein 124
MS3_05906	IPR003439	ABC transporter-like
MS3_05908	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_05909	IPR001372	Dynein light chain, type 1/2
MS3_05910	IPR001806	Small GTPase superfamily
MS3_05911	IPR001372	Dynein light chain, type 1/2
MS3_05913	IPR000980	SH2 domain
MS3_05915	IPR000980	SH2 domain
MS3_05916	IPR011063	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal
MS3_05916	IPR032442	Cytoplasmic tRNA 2-thiolation protein 1, C-terminal
MS3_05918	IPR016435	Diphthamide synthesis DPH1/DPH2
MS3_05920	IPR002014	VHS domain
MS3_05920	IPR004152	GAT domain
MS3_05921	IPR011430	Down-regulated-in-metastasis protein
MS3_05923	IPR008672	Spindle assembly checkpoint component Mad1
MS3_05926	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_05927	IPR002761	Diphthamide synthase domain
MS3_05933	IPR002761	Diphthamide synthase domain
MS3_05936	IPR019365	TVP18/Calcium channel flower
MS3_05938	IPR006032	Ribosomal protein S12/S23
MS3_05939	IPR008758	Peptidase S28
MS3_05940	IPR006671	Cyclin, N-terminal
MS3_05940	IPR031658	Cyclin, C-terminal domain 2
MS3_05941	IPR002123	Phospholipid/glycerol acyltransferase
MS3_05941	IPR032098	Acyltransferase, C-terminal domain
MS3_05944	IPR000640	Translation elongation factor EFG, V domain
MS3_05944	IPR004161	Translation elongation factor EFTu-like, domain 2
MS3_05944	IPR005517	Translation elongation factor EFG/EF2, domain IV
MS3_05944	IPR031950	116kDa U5 small nuclear ribonucleoprotein component, N-terminal
MS3_05946	IPR004878	Otopetrin
MS3_05949	IPR002048	EF-hand domain
MS3_05950	IPR002048	EF-hand domain
MS3_05951	IPR001372	Dynein light chain, type 1/2
MS3_05952	IPR001372	Dynein light chain, type 1/2
MS3_05953	IPR001806	Small GTPase superfamily
MS3_05954	IPR001372	Dynein light chain, type 1/2
MS3_05955	IPR000569	HECT domain
MS3_05955	IPR020683	Ankyrin repeat-containing domain
MS3_05957	IPR001372	Dynein light chain, type 1/2
MS3_05958	IPR000261	EH domain
MS3_05958	IPR001372	Dynein light chain, type 1/2
MS3_05959	IPR001372	Dynein light chain, type 1/2
MS3_05960	IPR001372	Dynein light chain, type 1/2
MS3_05962	IPR003439	ABC transporter-like
MS3_05962	IPR032781	ABC-transporter extension domain
MS3_05963	IPR000048	IQ motif, EF-hand binding site
MS3_05963	IPR001715	Calponin homology domain
MS3_05965	IPR001356	Homeobox domain
MS3_05968	IPR000210	BTB/POZ domain
MS3_05969	IPR019192	Ribosomal protein L28/L40, mitochondrial
MS3_05970	IPR003594	Histidine kinase-like ATPase, C-terminal domain
MS3_05972	IPR011107	Protein phosphatase inhibitor
MS3_05973	IPR032630	P-type ATPase, C-terminal
MS3_05973	IPR032631	P-type ATPase, N-terminal
MS3_05974	IPR002300	Aminoacyl-tRNA synthetase, class Ia
MS3_05974	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
MS3_05975	IPR002110	Ankyrin repeat
MS3_05975	IPR020683	Ankyrin repeat-containing domain
MS3_05976	IPR001806	Small GTPase superfamily
MS3_05978	IPR032453	Homeobox protein PKNOX/Meis, N-terminal
MS3_05980	IPR004273	Dynein heavy chain domain
MS3_05980	IPR013602	Dynein heavy chain, domain-2
MS3_05980	IPR024317	Dynein heavy chain, P-loop containing D4 domain
MS3_05980	IPR024743	Dynein heavy chain, coiled coil stalk
MS3_05981	IPR005366	ER membrane protein complex subunit 8/9
MS3_05982	IPR005324	Ribosomal protein S5, C-terminal
MS3_05982	IPR013810	Ribosomal protein S5, N-terminal
MS3_05983	IPR000980	SH2 domain
MS3_05983	IPR001452	SH3 domain
MS3_05984	IPR010405	Cofactor of BRCA1
MS3_05986	IPR001478	PDZ domain
MS3_05986	IPR014775	L27 domain, C-terminal
MS3_05987	IPR000195	Rab-GTPase-TBC domain
MS3_05988	IPR006911	Armadillo repeat-containing domain
MS3_05989	IPR000594	THIF-type NAD/FAD binding fold
MS3_05989	IPR014929	E2 binding
MS3_05993	IPR004012	RUN domain
MS3_05994	IPR022666	Ribosomal Proteins L2, RNA binding domain
MS3_05994	IPR022669	Ribosomal protein L2, C-terminal
MS3_05996	IPR001763	Rhodanese-like domain
MS3_05998	IPR001806	Small GTPase superfamily
MS3_05999	IPR001576	Phosphoglycerate kinase
MS3_06000	IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
MS3_06001	IPR032770	Domain of unknown function DUF4537
MS3_06005	IPR001627	Sema domain
MS3_06006	IPR002048	EF-hand domain
MS3_06008	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_06009	IPR001353	Proteasome, subunit alpha/beta
MS3_06010	IPR006073	GTP binding domain
MS3_06011	IPR002048	EF-hand domain
MS3_06013	IPR001650	Helicase, C-terminal
MS3_06013	IPR011545	DEAD/DEAH box helicase domain
MS3_06014	IPR013855	Cdc37, N-terminal domain
MS3_06014	IPR013873	Cdc37, C-terminal
MS3_06019	IPR013524	Runt domain
MS3_06022	IPR015256	Translation initiation factor 2, gamma subunit, C-terminal
MS3_06023	IPR000539	Frizzled protein
MS3_06023	IPR020067	Frizzled domain
MS3_06025	IPR026298	Blc2 family
MS3_06026	IPR013657	UAA transporter
MS3_06027	IPR003902	Transcription regulator GCM domain
MS3_06028	IPR035075	PRMT5 arginine-N-methyltransferase
MS3_06029	IPR001429	P2X purinoreceptor
MS3_06033	IPR003822	Paired amphipathic helix
MS3_06033	IPR013194	Histone deacetylase interacting domain
MS3_06033	IPR031693	Sin3, C-terminal
MS3_06036	IPR001650	Helicase, C-terminal
MS3_06036	IPR011545	DEAD/DEAH box helicase domain
MS3_06037	IPR008496	Protein of unknown function DUF778
MS3_06038	IPR000719	Protein kinase domain
MS3_06043	IPR000323	Copper type II, ascorbate-dependent monooxygenase, N-terminal
MS3_06043	IPR001258	NHL repeat
MS3_06043	IPR024548	Copper type II ascorbate-dependent monooxygenase, C-terminal
MS3_06044	IPR005817	Wnt
MS3_06046	IPR001478	PDZ domain
MS3_06047	IPR000330	SNF2-related, N-terminal domain
MS3_06047	IPR001650	Helicase, C-terminal
MS3_06049	IPR001915	Peptidase M48
MS3_06049	IPR032456	CAAX prenyl protease 1, N-terminal
MS3_06051	IPR006689	Small GTPase superfamily, ARF/SAR type
MS3_06052	IPR031470	Centrosomal protein Cep63/Deup1, N-terminal
MS3_06053	IPR001602	Uncharacterised protein family UPF0047
MS3_06053	IPR006085	XPG N-terminal
MS3_06053	IPR006086	XPG-I domain
MS3_06054	IPR007217	Per1-like
MS3_06058	IPR001820	Protease inhibitor I35 (TIMP)
MS3_06059	IPR001611	Leucine-rich repeat
MS3_06060	IPR007259	Gamma-tubulin complex component protein
MS3_06062	IPR002404	IRS-type PTB domain
MS3_06065	IPR003114	Phox-associated domain
MS3_06066	IPR012908	GPI inositol-deacylase PGAP1-like
MS3_06069	IPR009567	Store-operated calcium entry-associated regulatory factor
MS3_06075	IPR001698	F-actin-capping protein subunit beta
