MS3_id	male_tpm	chokepoint	mus_leth	dmel_leth	cel_leth	hsa_lower_75_qtl	sp_cov	sman_cov	sjap_cov	opvi_cov	closi_cov	fahe_cov	cel_cov	dmel_cov	mus_cov	sp_simil	sman_simil	sjap_simil	opvi_simil	closi_simil	fahe_simil	cel_simil	dmel_simil	mus_simil	ChCmpdOne	ChCmpdMore	DBCmpdOne	DBCmpdMore	uniqIpro
MS3_04412	0	0	0	1	1	0	0.976471	0.976471	0.835294	0.976471	0.976471	0.929412	0.976471	0.976471	0.976471	57.1	58.2	32.3	57.1	57.1	56.8	56	57.1	57.1	0	0	0	0	0
MS3_04411	1	1	1	1	0	1	0.266542	0.398882	0.785648	0.268406	0.678472	0.268406	0.258155	0.260019	0.266542	11.9	36.3	51.4	12	42.5	20.1	8.7	11	12	0	0	0	0	1
MS3_04410	1	0	0	0	0	1	NA	0.976744	0.953488	NA	NA	NA	NA	NA	NA	NA	65.8	39.9	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04409	1	0	1	1	0	1	0.919903	0.998786	0.561893	0.981796	0.981796	0.910194	0.669903	0.924757	0.913835	25.9	50.8	33.5	41	42.1	37.1	32.1	23.4	32.5	0	0	0	0	0
MS3_04408	1	0	0	0	0	1	0.801802	1	1	0.828829	0.972973	0.963964	NA	0.81982	0.738739	21.8	43.8	39.9	27.3	11.7	42.8	NA	21.2	20.2	0	0	0	0	0
MS3_04407	1	0	1	1	1	0	0.981818	1	0.848485	0.884848	0.612121	0.412121	0.921212	0.987879	0.981818	24.9	33.3	26.3	17.7	45.3	29.7	23.5	24.3	25	0	0	1	0	1
MS3_04406	1	0	0	0	0	1	NA	0.97351	0.980132	0.778146	0.642384	0.682119	NA	NA	NA	NA	72.2	83.1	28.6	17.6	45.7	NA	NA	NA	0	0	0	0	0
MS3_04405	1	1	1	1	0	0	0.754075	0.990078	0.622254	0.96669	0.965982	0.474132	0.725726	0.768249	0.756201	48.1	97.7	57.5	72.4	72.5	39.7	39	45.9	48.5	1	1	0	0	1
MS3_04404	0	0	0	0	0	1	0.909091	1	0.824675	0.980519	1	0.993506	NA	NA	NA	10.6	81	81.2	87.7	27.8	20.4	NA	NA	NA	0	0	0	0	0
MS3_04403	1	0	0	0	0	1	NA	0.979651	0.587209	0.796512	0.886628	0.796512	NA	NA	NA	NA	66.5	51.4	52.6	40.1	49.1	NA	NA	NA	0	0	0	0	0
MS3_04402	1	0	0	0	0	1	0.78481	0.810127	0.827004	0.864979	0.894515	0.915612	0.860759	NA	NA	14.2	30.8	73.8	61	62.5	59.1	13.9	NA	NA	0	0	0	0	0
MS3_04401	1	0	0	0	0	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	11.2	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04400	1	0	0	1	0	1	0.567997	0.941496	0.434328	0.877179	0.869818	0.148392	0.490895	0.750872	0.649361	28.6	85	29.4	38.9	39.1	8.3	23.9	26.7	30.9	1	1	0	0	0
MS3_04398	0	0	0	0	0	1	NA	0.796078	NA	0.882353	0.929412	NA	NA	NA	NA	NA	34.7	NA	10.2	19.8	NA	NA	NA	NA	0	0	0	0	0
MS3_04397	0	0	0	0	0	1	NA	0.816092	0.804598	NA	NA	NA	NA	NA	NA	NA	21.5	56.1	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04396	1	0	0	0	0	1	NA	0.532508	0.897833	NA	NA	NA	NA	NA	NA	NA	40.4	28.7	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04395	1	0	0	1	0	1	0.951282	0.9	0.517949	0.935897	0.776923	0.905128	0.84359	0.64359	0.951282	27.2	38	44.6	29.9	20.2	52.8	24	16.5	25.2	0	0	0	0	0
MS3_04394	1	0	1	1	0	1	0.833333	0.974074	0.948148	0.685185	0.674074	0.725926	0.637037	0.837037	0.833333	20.4	29.1	28.2	19.6	18.6	25.4	16.6	9.8	20.3	0	0	0	0	0
MS3_04393	1	1	1	1	1	1	0.934694	0.959184	0.408163	0.955102	0.616327	0.677551	0.57551	0.934694	0.946939	44.9	91.8	38	51.5	40	47.2	28	44.9	36.4	0	0	0	0	0
MS3_04392	0	0	0	0	0	1	NA	1	1	1	1	1	NA	NA	NA	NA	28.8	21.4	12.4	9.1	37.2	NA	NA	NA	0	0	0	0	0
MS3_04391	1	0	0	0	0	1	NA	1	1	0.958333	0.833333	0.796296	NA	NA	NA	NA	94.4	68.8	52.4	43.9	46.3	NA	NA	NA	0	0	0	0	1
MS3_04390	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	55.7	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04389	1	0	0	0	0	1	NA	0.192222	0.48	0.794444	0.762222	NA	NA	NA	NA	NA	18.7	21.9	25.9	26.8	NA	NA	NA	NA	0	0	0	0	0
MS3_04388	1	1	1	1	0	1	0.723711	0.901031	0.960825	0.812371	0.742268	0.505155	0.74433	0.734021	0.723711	14.4	13.1	30.8	19.5	19.3	20.1	29.7	14.5	14.5	0	0	0	0	0
MS3_04387	1	0	0	0	0	1	0.944954	0.704128	0.954128	0.990826	0.990826	0.520642	NA	0.793578	0.928899	37.3	48.8	63.6	40.1	29.3	34.3	NA	35.5	33.1	0	0	0	0	0
MS3_04386	1	0	0	0	0	1	0.995098	1	0.676471	0.990196	0.990196	1	0.960784	0.95098	0.990196	67	98.5	60.8	57.2	81.3	82.3	63.3	54.6	67.8	0	0	0	0	0
MS3_04385	1	0	1	1	0	1	0.46718	0.851702	0.953809	0.702998	0.725284	0.760535	0.378039	0.441248	0.489465	22.1	66.9	72.2	38.3	38.3	39.6	17.1	22.1	21.8	1	1	0	0	0
MS3_04384	1	0	0	1	0	1	0.651639	0.995902	0.934426	0.983607	0.918033	0.659836	0.397541	0.635246	0.651639	32.5	94.7	74.3	25.2	16.4	44.1	29.4	30.2	32.5	0	0	0	0	0
MS3_04383	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04382	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	27.4	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04381	1	0	1	1	0	0	0.822828	0.960818	0.855196	0.986371	0.993186	0.345826	0.79046	0.824532	0.822828	57.4	93.5	77.5	70.5	67.1	29	54.4	54	57.4	0	0	0	0	1
MS3_04380	1	0	1	1	1	1	0.819115	0.996151	0.979474	0.969852	0.969211	0.234124	0.411161	0.711995	0.814625	38	86.9	81.2	61.3	54.1	18.1	17.1	30.8	39	0	0	0	0	0
MS3_04379	1	0	0	0	0	1	NA	NA	NA	0.973684	NA	NA	NA	NA	NA	NA	NA	NA	11.2	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04378	1	0	0	0	0	1	0.88	0.872	0.992	0.816	1	0.896	NA	NA	NA	28.2	21.9	19.8	20.4	17.7	12.8	NA	NA	NA	0	0	0	0	0
MS3_04377	1	0	0	0	0	1	NA	0.996337	0.67033	0.81685	0.857143	0.879121	NA	NA	NA	NA	53.3	31.9	32.5	40.2	22.8	NA	NA	NA	0	0	0	0	0
MS3_04376	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04375	1	0	0	0	0	1	NA	1	0.920962	0.941581	NA	NA	NA	NA	NA	NA	88.7	66	42.8	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04374	1	0	0	0	0	1	0.75089	0.800712	0.717082	0.825623	0.838078	0.268683	0.717082	NA	0.75089	24.8	75.4	62.6	46.1	46.4	15.8	24.5	NA	24.8	0	0	0	0	0
MS3_04373	0	0	1	1	0	0	0.982993	0.938776	0.979592	0.979592	0.972789	0.826531	0.979592	0.935374	0.982993	59.3	77.7	61	61.3	59.3	51.7	58.4	54.8	59.3	0	0	1	0	0
MS3_04372	1	0	0	0	0	1	NA	0.506452	0.970968	0.654839	0.832258	0.812903	NA	NA	NA	NA	42.7	35.1	23.7	33	22.4	NA	NA	NA	0	0	0	0	0
MS3_04371	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	39.4	NA	NA	NA	NA	39	NA	NA	0	0	0	0	0
MS3_04370	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	78.2	100	100	77.5	77.5	86	68.8	78.2	75.2	0	0	0	0	0
MS3_04369	0	0	0	0	0	1	NA	0.835	0.965	NA	NA	NA	NA	NA	NA	NA	48.8	68.1	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04368	1	1	0	1	1	1	0.842037	0.989556	0.678851	0.971279	0.964752	0.953003	0.785901	0.805483	0.815927	39.1	94.8	59.9	61.5	61	56.5	39.8	38.3	37.6	0	0	0	0	0
MS3_04367	1	0	0	0	0	1	NA	NA	0.836364	NA	0.65	NA	NA	NA	NA	NA	NA	59.2	NA	35.5	NA	NA	NA	NA	0	0	0	0	0
MS3_04366	1	0	1	0	0	1	0.718812	0.875248	0.683168	0.933663	0.847525	0.19802	0.759406	0.713861	0.737624	38.3	75.2	57.9	50.6	57.9	15.4	39.3	38.4	39.2	0	0	0	0	0
MS3_04364	1	1	0	1	1	0	0.951613	1	1	0.991935	0.991935	0.66129	0.951613	0.959677	0.951613	80.6	100	99.2	92.8	92.8	40.2	80.6	83.9	81.5	0	0	1	0	0
MS3_04363	1	0	0	1	0	1	0.783473	0.916318	0.716527	0.683054	0.743724	0.487448	NA	0.781381	0.08159	23	51.6	34.4	23.1	26.1	23.7	NA	22.5	4.4	0	0	0	0	0
MS3_04362	1	0	0	0	0	1	0.813472	0.830311	0.78886	0.909326	0.783679	0.142487	0.813472	0.748705	0.804404	36.8	69.9	54.3	49	54.2	8.4	36.8	34.7	39	0	0	0	0	0
MS3_04361	0	0	0	0	0	1	0.856383	0.656915	0.696809	0.859043	0.577128	NA	0.797872	0.768617	0.851064	22.3	24.1	24.1	20.4	18.2	NA	22.2	19.8	21.9	0	0	0	0	0
MS3_04360	1	1	0	1	0	0	1	0.864286	1	1	1	1	1	1	0.971429	62.6	75.8	70.8	24.7	77.2	78.3	58.4	59	60.4	1	1	1	0	1
MS3_04358	1	0	0	0	0	1	NA	0.586732	0.840879	0.701927	0.752577	0.127297	NA	NA	NA	NA	29.4	41.2	18.8	19.6	5.4	NA	NA	NA	0	0	0	0	0
MS3_04357	0	0	0	1	0	1	0.684343	0.926768	0.953283	0.856061	0.90404	0.152778	0.685606	0.684343	0.626263	22.2	45.5	49.1	33.8	36.6	13.3	25	22.2	22.2	1	1	1	0	0
MS3_04356	1	0	0	0	0	1	0.6125	0.935417	0.816667	0.8375	0.808333	NA	0.708333	0.41875	0.63125	42	78.5	65.9	53.5	50.9	NA	44.1	26.7	42.3	0	0	0	0	0
MS3_04355	1	0	1	1	0	1	1	0.952381	0.959184	0.870748	1	0.911565	0.972789	0.993197	1	42.7	54.7	44.7	23.2	14.5	35.1	36.1	40.4	42.7	0	0	0	0	0
MS3_04354	1	0	0	0	0	1	0.748227	1	0.819149	0.960993	0.968085	0.617021	NA	NA	0.748227	23.3	89	68.2	60.2	57.9	44	NA	NA	23.3	0	0	0	0	0
MS3_04353	1	0	1	0	0	1	0.927894	1	0.97723	0.97723	0.510436	0.768501	NA	0.907021	0.920304	30.4	93.5	78.6	47.7	22.6	42.7	NA	31.6	30.1	0	0	0	0	0
MS3_04352	1	0	0	0	0	1	0.249597	0.599034	0.479066	0.796296	0.635266	0.833333	0.214171	NA	0.217391	10	45.6	27.6	34.4	32.6	36	9.9	NA	8.9	0	0	0	0	0
MS3_04351	0	0	0	0	0	1	NA	0.943548	0.991935	NA	NA	NA	NA	NA	NA	NA	7.1	7.6	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04350	1	0	0	0	0	1	0.335277	0.961127	0.741497	0.772595	0.455782	0.341108	0.29932	0.375121	0.40622	15.5	68.3	38.6	28.8	22.8	18.1	13.9	16.5	17.1	0	0	0	0	0
MS3_04349	0	0	1	1	0	1	0.972222	1	0.986111	1	1	0.930556	1	0.972222	0.972222	24	9	44.9	18	8.2	59.3	20.9	24.1	24	0	0	0	0	0
MS3_04348	1	0	0	0	0	1	NA	0.864754	0.79918	0.954918	0.971311	0.467213	NA	NA	NA	NA	42.9	41.1	21.3	21.5	26.6	NA	NA	NA	0	0	0	0	0
MS3_04347	1	0	0	1	0	1	0.842756	0.9947	0.920495	0.913428	0.787986	0.362191	0.913428	0.936396	0.821555	49.5	71.5	70	56.4	48.9	24.6	42.8	34.4	48.5	0	0	0	0	0
MS3_04346	1	0	0	0	0	1	NA	0.992634	0.977901	0.828729	0.893186	0.836096	NA	NA	NA	NA	32.9	31.2	36.1	17.6	30.9	NA	NA	NA	0	0	0	0	0
MS3_04345	1	0	0	1	0	0	0.812713	0.786606	0.859251	0.973893	0.956867	0.185017	0.703746	0.77639	0.816118	57	76.8	81.2	72.5	78.2	17.7	41.7	51.4	56	0	0	0	0	1
MS3_04344	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	54.5	76.3	75	26.6	70.7	69.7	54.5	52.6	52.6	0	0	0	0	0
MS3_04343	0	0	1	1	1	1	0.771689	1	0.972603	0.863014	0.730594	1	0.789954	0.757991	0.757991	51.7	97.3	91.3	14.3	9.8	81.6	42.1	44	46.6	0	0	0	0	0
MS3_04342	1	1	1	1	1	0	0.974468	0.855319	1	0.912766	0.848936	0.895745	0.976596	0.982979	0.982979	80.8	85.1	97.4	53	75.1	70.9	76.6	80.9	81.4	0	0	1	1	0
MS3_04341	1	0	1	0	0	1	0.692562	0.854545	0.958678	0.902479	0.912397	0.740496	0.899174	0.839669	0.689256	34	55.6	52.4	28.6	26.3	28.3	30.9	22.9	33	0	0	0	0	0
MS3_04340	1	0	0	0	0	1	0.897143	0.931429	0.994286	0.914286	0.948571	0.68	0.92	0.971429	0.897143	43.3	43.9	53.6	47.8	44.4	37.2	45.1	47.2	43.3	0	0	0	0	0
MS3_04339	1	0	0	0	0	1	NA	NA	0.863636	0.754545	0.795455	NA	NA	NA	NA	NA	NA	66.1	37.8	21.7	NA	NA	NA	NA	0	0	0	0	0
MS3_04338	1	0	0	0	0	1	NA	1	0.899471	0.94709	0.920635	0.867725	NA	NA	NA	NA	46.2	18.3	44.7	8.1	24.2	NA	NA	NA	0	0	0	0	0
MS3_04337	1	0	0	1	0	1	0.678363	0.966862	0.961014	0.939571	0.939571	0.974659	0.678363	0.586745	NA	35.8	85.5	73.2	69.4	70.4	65.6	35.8	27.1	NA	0	0	0	0	0
MS3_04336	0	0	0	0	0	1	NA	0.89759	0.843373	NA	NA	NA	NA	NA	NA	NA	27	22.3	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04335	1	0	0	0	0	0	0.928571	0.859838	0.730458	0.657682	0.766846	0.219677	0.795148	0.911051	0.925876	50.7	48.1	59.7	43.4	51.4	14.5	46.3	48.1	50.4	0	0	0	0	0
MS3_04334	0	0	1	0	0	1	0.55848	0.96345	0.994152	0.878655	0.944444	0.824561	0.729532	0.812865	0.624269	25.5	82.3	60.2	27.4	27.3	36.4	25.8	23.8	27.1	0	0	0	0	0
MS3_04333	1	0	0	0	0	1	NA	0.894737	0.909357	0.690058	NA	NA	NA	NA	NA	NA	17	68	38	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04332	1	0	1	1	0	1	0.606162	0.811823	0.417152	0.613655	0.621982	0.611157	0.232306	0.612823	0.22398	22.4	40.5	28.8	28.3	23.7	29.3	9.4	22.6	8.4	0	0	0	0	0
MS3_04331	1	0	0	0	0	1	NA	1	0.988764	1	1	NA	NA	NA	NA	NA	2.6	3.5	2.2	3.7	NA	NA	NA	NA	0	0	0	0	1
MS3_04330	1	0	1	1	0	1	0.593863	0.924188	0.368231	0.48917	0.738267	0.911552	0.646209	0.729242	0.534296	23.9	28.5	30.4	28.5	21.1	21.3	26.1	18.5	20.9	1	1	1	1	0
MS3_04329	1	0	0	0	0	1	NA	0.394203	0.363043	0.378986	0.723913	NA	NA	NA	NA	NA	31.1	24.8	17.4	32.3	NA	NA	NA	NA	0	0	0	0	0
MS3_04328	1	0	1	0	0	1	0.975904	0.975904	1	NA	NA	NA	NA	NA	1	12.4	91.6	78.9	NA	NA	NA	NA	NA	10.8	0	0	0	0	0
MS3_04327	1	1	1	1	0	1	0.56089	0.532787	0.812646	0.834895	0.668618	0.614754	0.34192	0.550351	0.571429	8.5	15.2	22.6	13.5	19.2	34.3	8.6	8.7	8.4	0	0	0	0	0
MS3_04326	1	0	0	0	1	1	0.871053	0.942105	0.894737	0.886842	0.876316	0.794737	0.663158	0.715789	0.871053	14.4	54.5	35.8	12.6	38.5	20.2	19.9	14.1	14.7	0	0	0	0	0
MS3_04325	1	0	0	0	1	1	0.671559	0.729615	NA	0.867254	0.858447	0.0704501	0.732551	0.712003	0.691455	35.1	65.2	NA	52.6	51.4	4.9	36	35	36	0	0	0	0	1
MS3_04324	1	0	0	0	0	1	NA	0.514851	NA	NA	NA	NA	NA	NA	NA	NA	11.8	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04323	1	0	0	0	0	1	NA	1	0.87451	0.882353	0.956863	0.933333	NA	NA	NA	NA	65.6	19.2	43.5	11.3	30.9	NA	NA	NA	0	0	0	0	0
MS3_04322	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	64.1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04321	1	0	0	0	0	1	NA	1	NA	0.983146	NA	NA	NA	NA	NA	NA	41.6	NA	29.2	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04319	1	0	0	0	0	1	NA	0.70892	0.981221	NA	NA	NA	NA	NA	NA	NA	57.5	60.9	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04318	1	1	0	0	0	0	0.855652	0.951304	0.956522	0.653913	0.918261	0.321739	0.801739	0.81913	0.85913	57	87.4	85.1	45.1	68.3	23.9	47.1	52.7	55.7	0	0	1	0	1
MS3_04317	1	0	0	0	0	1	0.73913	0.529891	0.731658	0.855299	0.852582	0.112772	NA	NA	0.694293	22.4	48.1	61.2	45.4	48.7	7.8	NA	NA	21.2	0	0	0	0	0
MS3_04316	1	0	0	0	0	1	0.798839	0.698259	0.926499	0.907157	0.903288	0.423598	0.793037	0.794971	0.794971	43.4	67	86.1	48.5	61.5	30.5	44.3	39.1	43.5	0	0	0	0	0
MS3_04315	1	0	0	0	0	1	NA	1	0.567308	0.745192	0.802885	0.567308	NA	NA	NA	NA	85.6	26.8	43.4	49.5	32.2	NA	NA	NA	0	0	0	0	0
MS3_04314	0	0	0	0	0	1	NA	0.984326	0.485893	NA	NA	NA	NA	NA	NA	NA	57.7	25.7	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04313	1	1	1	0	0	1	0.835244	0.82235	0.896848	0.823782	0.839542	0.153295	0.765043	NA	0.835244	44	73.3	71.9	48.2	54.2	10.8	35.2	NA	44	0	0	0	0	0
MS3_04312	1	0	0	0	0	0	0.885714	0.592857	1	1	1	0.592857	NA	NA	0.885714	41.9	52.9	85	70.1	70.1	47.2	NA	NA	41.9	0	0	0	0	1
MS3_04311	0	0	1	1	0	0	0.91092	1	0.341954	0.974138	0.974138	1	0.902299	0.899425	0.925287	53.7	94	29.4	70.4	71.2	51.3	47.5	47.1	36	0	0	1	0	0
MS3_04310	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04309	1	1	0	0	0	1	0.673511	0.789528	0.413758	0.847023	0.712526	0.49692	0.644764	0.560575	0.682752	33.6	59.5	32.2	41.4	35.4	36.2	31.2	30.2	34.2	0	0	0	0	0
MS3_04308	1	0	0	1	1	0	0.996324	1	0.746324	0.9375	0.6875	0.415441	0.996324	0.988971	0.985294	65.8	96.7	66.9	52.3	58.6	26	65.8	67	67	0	0	0	0	1
MS3_04307	1	1	0	0	0	0	1	1	0.947368	0.992481	0.932331	0.992481	0.992481	0.969925	0.984962	99.2	99.2	80.3	44.6	61.2	69.9	55.9	67.9	58.2	0	0	1	0	1
MS3_04306	1	0	0	1	0	1	0.789116	0.310658	0.938776	0.904762	0.678005	0.290249	0.69161	0.646259	0.340136	25.3	28.6	30.4	24.7	13.8	21.6	23.3	18	18.4	0	0	0	0	0
MS3_04305	1	0	0	0	0	1	NA	0.959459	0.914414	NA	NA	NA	NA	NA	NA	NA	76.2	58.8	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04304	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04303	1	0	0	1	0	0	0.796552	0.7	0.901724	0.872414	0.831034	0.417241	0.813793	0.87069	0.808621	50.4	51.1	37	38.3	29.1	36.3	46.6	38.8	54	1	1	1	0	0
MS3_04302	1	1	1	1	1	0	0.964865	0.914865	0.683784	0.991892	0.952703	0.204054	0.812162	0.966216	0.964865	74.6	87.6	56.1	80.9	86.4	11.3	59.5	71.5	74.6	0	0	0	0	1
MS3_04301	1	0	0	0	0	1	NA	NA	0.807512	NA	NA	NA	NA	NA	NA	NA	NA	51.4	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04300	1	0	0	0	0	1	NA	0.801802	0.933934	0.915916	0.918919	NA	NA	NA	NA	NA	30.6	21.6	17.4	14.2	NA	NA	NA	NA	0	0	0	0	0
MS3_04299	1	0	0	0	0	1	NA	0.52719	0.871601	0.696375	0.699396	0.744713	NA	NA	NA	NA	39.6	68.1	22.8	22.2	32.3	NA	NA	NA	0	0	0	0	0
MS3_04298	1	0	0	0	0	1	0.611345	0.779412	0.432773	0.226891	0.722689	0.758403	NA	NA	0.716387	9.1	41.1	36.8	15.3	37.8	12.6	NA	NA	27.6	0	0	0	0	1
MS3_04297	1	0	0	0	0	1	0.826667	1	1	0.946667	1	1	0.973333	NA	NA	6	23.1	19.2	6.5	10.8	24.7	5.3	NA	NA	0	0	0	0	0
MS3_04296	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	9.6	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04295	0	0	0	0	0	1	NA	NA	0.97619	NA	NA	NA	NA	NA	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04294	1	0	0	0	0	1	NA	0.623706	0.844779	NA	NA	NA	NA	NA	NA	NA	28.8	30.7	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04293	1	0	0	0	0	1	NA	1	NA	1	1	1	NA	NA	NA	NA	13.2	NA	22	18.8	4.3	NA	NA	NA	0	0	0	0	0
MS3_04292	0	1	0	1	0	0	0.884	1	0.882	0.188	0.962	0.454	0.884	0.884	0.866	64.4	96.4	79.4	16.6	22.4	33.8	57.9	64.4	54.9	0	0	0	0	0
MS3_04291	1	0	0	0	0	1	0.933333	NA	0.875	0.6	0.958333	0.925	NA	NA	0.941667	25.4	NA	63.4	20.5	59.7	64	NA	NA	25.9	0	0	0	0	0
MS3_04290	1	0	1	1	1	1	0.739454	0.831266	0.903226	0.962779	0.952854	0.937965	0.717122	0.667494	0.729529	4.4	64	52.7	38.5	39.5	36.3	8.9	2.6	4.3	0	0	0	0	0
MS3_04289	0	0	0	1	0	1	0.859649	0.982456	0.701754	0.516746	0.521531	0.326954	NA	0.859649	0.794258	12.3	36.2	32.3	14.7	19.2	5.5	NA	13.4	11.1	0	0	0	0	0
MS3_04288	1	0	0	0	0	1	0.75	0.804435	0.969758	0.887097	0.782258	0.41129	NA	NA	0.743952	31.5	70.2	64.6	37.7	42.9	20.2	NA	NA	31.5	0	0	0	0	0
MS3_04287	1	0	0	1	0	1	0.779515	0.608288	0.50821	0.554339	0.376075	0.225176	NA	0.756841	0.750586	20.5	27.2	32.1	26.3	16.2	12.6	NA	29.5	22.2	0	0	0	0	0
MS3_04286	1	0	1	0	1	0	0.898148	0.597222	0.756944	0.761574	0.520833	0.180556	0.435185	0.93287	0.923611	48.6	55.7	60	47.5	33.6	14.9	22.2	49.3	49.3	0	0	0	0	1
MS3_04285	1	1	1	0	0	0	1	1	1	1	0.906832	1	1	1	1	98.8	98.8	78.7	80.2	73.6	77.9	61.5	74.4	72.6	1	1	1	0	0
MS3_04284	0	0	0	0	0	1	NA	0.954128	0.831804	NA	NA	NA	NA	NA	NA	NA	51.9	35.3	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04283	1	1	1	1	1	0	0.845745	0.974164	0.865502	0.964286	0.962766	0.634498	0.845745	0.845745	0.845745	52.1	95.2	81.8	76.3	77.4	52.9	47.3	50.4	52.1	0	0	0	0	1
MS3_04282	1	0	0	0	0	1	NA	0.85124	0.972452	0.757576	0.760331	0.683196	NA	NA	NA	NA	79.9	81.9	44.2	45.3	38.7	NA	NA	NA	0	0	0	0	0
MS3_04281	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04280	1	0	0	0	0	1	0.691275	0.727069	0.724832	0.776286	0.677852	0.675615	0.691275	0.637584	0.592841	39.9	66.8	65.6	29.1	54.6	50.3	39.9	41.4	47	0	0	0	0	0
MS3_04279	0	0	0	0	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	80.2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04278	0	0	0	0	0	1	NA	0.607143	NA	0.964286	0.928571	NA	NA	NA	NA	NA	35.6	NA	5.7	32.8	NA	NA	NA	NA	0	0	0	0	0
MS3_04277	1	0	0	1	0	1	0.798007	0.96558	0.858696	0.90942	0.859601	0.270833	0.727355	0.84058	0.798007	36.9	87.7	68.5	44.5	48.9	17.9	29.4	26.5	36.9	0	0	0	0	1
MS3_04276	1	0	0	0	0	1	NA	1	NA	0.929825	0.94152	NA	NA	NA	NA	NA	90	NA	39.2	34.3	NA	NA	NA	NA	0	0	0	0	0
MS3_04275	1	0	0	0	0	1	NA	1	1	0.940541	0.940541	0.594595	NA	NA	NA	NA	94.1	83.8	60.8	59.1	31.9	NA	NA	NA	0	0	0	0	0
MS3_04274	0	0	0	0	0	1	NA	1	0.417476	NA	NA	0.567961	NA	NA	NA	NA	92.4	32.6	NA	NA	27.2	NA	NA	NA	0	0	0	0	0
MS3_04273	1	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04272	1	0	0	0	0	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	71.8	50	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04271	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	97.1	97.8	97.8	97.1	97.1	97.8	96.3	97.1	97.1	0	0	0	0	0
MS3_04270	1	0	0	0	0	1	0.936416	0.976879	1	0.583815	0.710983	0.982659	0.965318	0.982659	0.959538	47.8	91.9	48.7	42.3	14.2	72.4	37.8	39.4	45.7	0	0	0	0	0
MS3_04269	1	0	0	0	0	1	NA	0.833333	0.646667	NA	NA	NA	NA	NA	NA	NA	72.2	45.3	NA	NA	NA	NA	NA	NA	0	0	0	0	0
MS3_04268	1	0	0	0	0	1	NA	0.889503	NA	NA	NA	NA	NA	NA	NA	NA	70.1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
